,employeeno,trainings_attended,last_performance_score,targets_met,previous_award,training_score_average,no_of_previous_employers,promoted_or_not,age,working_for,is_female,schooled_abroad,is_married,was_disciplined,was_moved,division_Business Finance Operations,division_Commercial Sales and Marketing,division_Customer Support and Field Operations,division_Information Technology and Solution Support,division_Information and Strategy,division_People/HR Management,division_Regulatory and Legal services,division_Research and Innovation,division_Sourcing and Purchasing,channel_of_recruitment_Agency and others,channel_of_recruitment_Direct Internal process,channel_of_recruitment_Referral and Special candidates,qualification_First Degree or HND,"qualification_MSc, MBA and PhD",qualification_Non-University Education
35064,YAK/S/50083,3,2.5,1,0,58,1,0,27,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
35065,YAK/S/50085,2,10.0,1,0,39,4,0,34,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35066,YAK/S/50086,2,12.5,1,0,73,4,0,24,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35067,YAK/S/50087,2,7.5,1,0,50,0,0,35,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35068,YAK/S/50088,3,7.5,0,0,47,4,0,41,13,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35069,YAK/S/50089,2,12.5,1,0,82,1,0,29,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35070,YAK/S/50090,2,12.5,1,0,62,1,0,31,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35071,YAK/S/50092,2,10.0,0,0,41,5,0,28,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35072,YAK/S/50093,3,10.0,0,0,59,0,1,27,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35073,YAK/S/50094,2,10.0,0,0,40,4,0,42,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35074,YAK/S/50095,2,10.0,1,0,50,0,1,31,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35075,YAK/S/50096,2,12.5,0,0,56,0,1,36,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35076,YAK/S/50097,2,2.5,0,0,71,1,0,27,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
35077,YAK/S/50101,3,12.5,1,0,40,1,0,54,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
35078,YAK/S/50102,2,7.5,0,1,73,1,0,37,9,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35079,YAK/S/50103,2,12.5,0,0,39,0,0,31,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35080,YAK/S/50104,2,7.5,0,0,71,4,0,25,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35081,YAK/S/50105,4,0.0,0,0,53,1,0,22,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35082,YAK/S/50106,2,10.0,1,0,59,1,0,28,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
35083,YAK/S/50107,2,10.0,0,0,47,0,0,32,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35084,YAK/S/50108,3,7.5,1,0,55,0,0,30,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35085,YAK/S/50110,2,12.5,0,0,77,1,0,26,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35086,YAK/S/50111,3,12.5,1,0,53,0,0,58,18,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35087,YAK/S/50112,2,5.0,0,0,48,5,0,40,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
35088,YAK/S/50113,2,12.5,1,0,50,0,0,29,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35089,YAK/S/50114,2,2.5,0,0,39,0,0,28,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35090,YAK/S/50115,2,10.0,0,0,44,0,0,39,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35091,YAK/S/50116,2,5.0,1,0,37,1,0,32,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35092,YAK/S/50117,2,12.5,1,0,43,1,1,31,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35093,YAK/S/50118,2,7.5,0,0,45,0,0,33,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35094,YAK/S/50120,2,7.5,0,0,71,0,0,26,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35095,YAK/S/50121,2,2.5,0,0,43,1,0,28,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35096,YAK/S/50122,2,0.0,1,0,43,1,0,25,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
35097,YAK/S/50123,2,0.0,0,0,65,0,0,27,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35098,YAK/S/50125,2,7.5,0,0,47,0,0,36,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35099,YAK/S/50126,2,7.5,0,0,75,0,0,23,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35100,YAK/S/50127,2,10.0,0,0,73,1,0,30,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
35101,YAK/S/50128,2,7.5,0,0,53,2,0,38,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35102,YAK/S/50129,3,2.5,1,1,41,1,0,26,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35103,YAK/S/50130,2,10.0,0,0,49,1,0,27,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35104,YAK/S/50131,2,7.5,0,0,58,0,0,31,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
35105,YAK/S/50132,4,0.0,1,0,64,1,0,20,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
35106,YAK/S/50134,2,2.5,0,0,35,1,0,33,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35107,YAK/S/50136,2,7.5,0,0,40,3,0,37,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
35108,YAK/S/50137,2,7.5,1,0,41,1,1,34,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
35109,YAK/S/50138,2,10.0,1,0,75,0,0,24,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
35110,YAK/S/50139,3,2.5,0,0,42,0,0,29,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35111,YAK/S/50140,2,7.5,0,0,49,0,0,36,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35112,YAK/S/50141,3,12.5,1,0,67,1,0,26,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
35113,YAK/S/50142,2,0.0,0,0,43,0,0,22,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35114,YAK/S/50143,2,7.5,0,0,72,0,0,33,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35115,YAK/S/50144,2,12.5,1,0,58,0,0,30,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35116,YAK/S/50146,2,5.0,0,0,44,0,0,34,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35117,YAK/S/50147,2,7.5,0,0,63,4,0,36,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
35118,YAK/S/50148,2,7.5,0,0,42,0,0,39,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35119,YAK/S/50150,2,12.5,1,0,42,1,0,33,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
35120,YAK/S/50152,2,12.5,1,0,48,0,0,31,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35121,YAK/S/50153,2,2.5,0,0,43,0,0,38,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35122,YAK/S/50154,2,12.5,1,0,84,1,0,33,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35123,YAK/S/50156,2,7.5,0,0,41,0,0,45,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35124,YAK/S/50157,2,7.5,1,0,47,0,0,32,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35125,YAK/S/50158,2,7.5,1,0,47,0,0,29,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35126,YAK/S/50159,2,10.0,0,0,55,1,0,32,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35127,YAK/S/50160,3,5.0,0,0,43,3,0,25,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35128,YAK/S/50162,2,12.5,1,0,70,1,1,27,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35129,YAK/S/50164,4,10.0,1,0,62,1,1,31,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35130,YAK/S/50165,2,12.5,1,0,81,1,0,34,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
35131,YAK/S/50166,2,12.5,0,0,42,0,0,41,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35132,YAK/S/50167,3,10.0,0,0,60,2,0,34,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
35133,YAK/S/50168,2,7.5,1,0,53,1,0,36,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35134,YAK/S/50169,2,0.0,0,0,61,1,0,25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
35135,YAK/S/50170,2,7.5,0,0,43,1,0,40,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35136,YAK/S/50171,2,7.5,1,1,72,2,1,32,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35137,YAK/S/50172,2,0.0,0,0,41,0,0,29,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35138,YAK/S/50173,3,2.5,0,0,72,1,0,28,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
35139,YAK/S/50175,2,10.0,0,0,62,1,0,39,12,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
35140,YAK/S/50176,2,10.0,0,0,70,0,0,27,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35141,YAK/S/50177,3,7.5,0,0,40,0,0,39,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35142,YAK/S/50178,2,2.5,0,0,72,1,0,39,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35143,YAK/S/50179,2,7.5,0,0,71,1,0,54,19,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35144,YAK/S/50180,2,5.0,0,0,52,0,0,40,14,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35145,YAK/S/50182,2,10.0,0,0,38,0,0,30,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35146,YAK/S/50183,2,10.0,0,0,61,1,0,31,7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
35147,YAK/S/50184,2,7.5,1,0,75,0,0,37,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
35148,YAK/S/50187,2,7.5,0,0,71,1,0,32,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35149,YAK/S/50188,2,7.5,0,0,78,5,0,28,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
35150,YAK/S/50190,2,7.5,0,0,62,1,1,45,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35151,YAK/S/50192,2,0.0,0,0,54,1,0,25,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35152,YAK/S/50194,4,12.5,1,0,51,0,1,33,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35153,YAK/S/50195,2,7.5,1,0,52,0,0,32,9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
35154,YAK/S/50196,2,12.5,0,0,59,1,0,37,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35155,YAK/S/50197,2,5.0,0,0,69,1,0,34,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
35156,YAK/S/50198,2,7.5,1,0,64,2,0,33,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
35157,YAK/S/50200,2,0.0,0,0,50,1,0,22,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35158,YAK/S/50201,2,0.0,0,0,55,0,0,25,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35159,YAK/S/50202,2,7.5,1,0,77,0,0,57,17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35160,YAK/S/50204,2,10.0,0,0,44,1,0,26,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
35161,YAK/S/50205,3,7.5,0,0,50,3,0,29,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35162,YAK/S/50206,2,2.5,0,0,46,3,0,30,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35163,YAK/S/50207,2,12.5,0,0,39,0,0,49,16,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35164,YAK/S/50210,2,12.5,1,0,90,0,1,35,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35165,YAK/S/50212,2,2.5,0,0,42,1,0,47,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35166,YAK/S/50213,2,12.5,1,0,43,1,1,33,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35167,YAK/S/50214,2,10.0,0,0,57,2,0,32,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35168,YAK/S/50215,2,2.5,0,0,70,5,0,33,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35169,YAK/S/50216,2,12.5,1,0,71,3,0,32,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35170,YAK/S/50217,2,7.5,0,0,37,0,0,33,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35171,YAK/S/50219,2,0.0,0,0,42,1,0,27,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35172,YAK/S/50220,2,12.5,1,0,48,0,0,46,15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
35173,YAK/S/50222,2,7.5,0,0,50,4,0,42,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35174,YAK/S/50223,2,2.5,0,0,41,1,0,36,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35175,YAK/S/50225,2,12.5,0,0,68,1,1,40,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35176,YAK/S/50226,2,10.0,0,0,38,0,0,51,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35177,YAK/S/50228,2,7.5,0,0,44,1,0,27,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
35178,YAK/S/50229,5,12.5,1,0,75,3,0,32,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35179,YAK/S/50230,2,0.0,1,0,70,0,1,21,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35180,YAK/S/50232,2,2.5,0,0,78,0,0,25,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35181,YAK/S/50233,2,12.5,1,0,51,0,0,30,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35182,YAK/S/50235,3,10.0,1,0,70,2,1,25,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
35183,YAK/S/50236,3,12.5,1,0,50,0,0,39,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35184,YAK/S/50237,3,10.0,1,0,72,1,1,29,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35185,YAK/S/50240,2,7.5,0,0,40,1,0,34,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
35186,YAK/S/50241,2,12.5,1,0,54,2,0,36,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
35187,YAK/S/50244,2,7.5,0,0,76,0,0,29,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35188,YAK/S/50246,2,10.0,0,0,52,2,0,43,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
35189,YAK/S/50247,2,10.0,0,0,54,1,0,43,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35190,YAK/S/50248,2,7.5,0,0,70,6,0,28,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35191,YAK/S/50249,2,12.5,0,0,73,0,0,29,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35192,YAK/S/50250,2,7.5,1,0,54,4,0,29,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35193,YAK/S/50253,3,10.0,1,0,76,1,0,29,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35194,YAK/S/50254,4,7.5,0,0,61,1,0,34,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35195,YAK/S/50255,4,10.0,0,0,70,0,0,31,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
35196,YAK/S/50256,2,10.0,0,0,39,4,0,22,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35197,YAK/S/50257,2,5.0,0,0,75,1,0,33,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
35198,YAK/S/50262,2,12.5,1,0,60,1,0,34,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
35199,YAK/S/50264,2,12.5,1,0,50,0,0,39,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35200,YAK/S/50265,3,0.0,1,0,52,1,0,25,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35201,YAK/S/50266,2,2.5,1,0,42,1,0,32,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35202,YAK/S/50267,2,7.5,1,0,48,1,0,30,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
35203,YAK/S/50268,3,10.0,1,0,76,0,0,24,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35204,YAK/S/50269,2,5.0,1,0,37,1,0,50,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35205,YAK/S/50270,2,12.5,1,0,82,0,0,27,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
35206,YAK/S/50271,3,5.0,0,0,73,1,0,31,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
35207,YAK/S/50272,2,5.0,0,0,59,1,0,33,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
35208,YAK/S/50273,2,0.0,1,0,40,1,0,18,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35209,YAK/S/50277,2,2.5,1,0,53,1,0,46,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35210,YAK/S/50279,2,2.5,0,0,59,0,0,33,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
35211,YAK/S/50280,2,12.5,1,0,48,1,0,31,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
35212,YAK/S/50281,2,7.5,0,0,45,1,0,21,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
35213,YAK/S/50283,4,10.0,0,0,78,0,0,27,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35214,YAK/S/50284,5,7.5,1,0,63,1,0,26,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35215,YAK/S/50286,3,7.5,0,0,77,1,0,25,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35216,YAK/S/50288,2,10.0,0,0,72,1,0,25,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35217,YAK/S/50289,2,2.5,0,0,41,0,0,31,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35218,YAK/S/50290,2,10.0,1,0,81,0,1,29,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35219,YAK/S/50291,2,7.5,0,0,49,0,0,46,12,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35220,YAK/S/50292,3,12.5,1,0,52,4,0,26,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35221,YAK/S/50293,2,7.5,1,0,52,5,0,28,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35222,YAK/S/50296,2,10.0,0,0,46,6,0,28,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
35223,YAK/S/50297,2,7.5,0,0,39,1,0,41,13,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
35224,YAK/S/50298,2,10.0,1,0,75,1,0,28,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35225,YAK/S/50299,2,7.5,0,0,53,1,0,31,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35226,YAK/S/50300,2,10.0,0,0,73,1,0,30,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
35227,YAK/S/50302,2,10.0,1,0,70,0,0,35,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
35228,YAK/S/50303,3,0.0,0,0,48,1,0,22,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35229,YAK/S/50305,3,10.0,0,0,52,1,0,33,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
35230,YAK/S/50306,2,12.5,1,0,77,0,0,37,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35231,YAK/S/50307,2,12.5,0,0,52,1,0,33,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35232,YAK/S/50308,2,12.5,1,0,60,0,0,33,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
35233,YAK/S/50310,2,10.0,0,0,37,1,0,42,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
35234,YAK/S/50311,2,0.0,0,0,64,6,0,24,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
35235,YAK/S/50312,3,12.5,1,0,76,1,1,33,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35236,YAK/S/50316,2,12.5,0,0,73,2,1,33,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35237,YAK/S/50317,2,7.5,0,0,54,1,0,22,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35238,YAK/S/50318,2,12.5,0,0,52,0,0,38,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35239,YAK/S/50321,2,12.5,1,0,54,1,0,45,20,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35240,YAK/S/50322,2,7.5,0,0,62,1,0,44,14,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35241,YAK/S/50324,3,7.5,0,0,41,0,0,42,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35242,YAK/S/50326,2,10.0,0,0,44,1,0,27,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
35243,YAK/S/50327,2,7.5,1,1,52,1,0,49,15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35244,YAK/S/50328,2,10.0,0,0,44,1,0,24,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35245,YAK/S/50329,3,7.5,0,0,52,1,0,33,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
35246,YAK/S/50330,3,10.0,1,0,74,0,1,27,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
35247,YAK/S/50331,2,12.5,0,0,39,1,0,23,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
35248,YAK/S/50332,2,7.5,0,0,72,4,0,24,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
35249,YAK/S/50333,2,5.0,0,0,37,1,0,47,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35250,YAK/S/50335,3,12.5,1,0,89,1,1,32,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
35251,YAK/S/50336,2,10.0,1,0,75,5,0,30,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
35252,YAK/S/50337,2,0.0,0,0,45,3,0,26,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
35253,YAK/S/50338,2,12.5,1,0,51,1,0,29,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
